step,energy
579000000,14813.2323796
579600000,14795.4114208
580200000,14805.8083488
580800000,14901.6668547
581400000,14699.9067615
582000000,14740.661848
582600000,14935.4976392
583200000,14737.5640187
583800000,14539.6303982
584400000,15011.0410679
585000000,14862.8139547
585600000,14860.5579215
586200000,15023.828132
586800000,14897.9653142
587400000,14941.9431623
588000000,14707.4557246
588600000,14809.2809748
589200000,14914.8195448
589800000,14792.9173025
590400000,14870.3511384
591000000,14941.4669923
591600000,14757.5160786
592200000,14859.8292782
592800000,14928.8022516
593400000,14979.8411133
594000000,14867.7320879
594600000,15009.8362546
595200000,14833.5474568
595800000,14839.7548949
596400000,14996.45465
597000000,14893.8889771
597600000,14905.2644129
598200000,14983.4268921
598800000,14936.8299935
599400000,15321.1968666
600000000,15127.4645154
600000000,15127.4645154
